"hospital_id","name","population","bed","owner_id","county_id"
"2307977","THE MATHENY SCHOOL AND HOSPITAL","101","101","1","34035"
"23090056","KINDRED HOSPITAL - LOS ANGELES","81","81","1","6037"
"23116735","UPMC KANE","31","31","2","42083"
"2312204","ALBANY MEDICAL CENTER - SOUTH CLINICAL CAMPUS","18","18","2","36001"
"23132608","MALCOM RANDALL DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER","222","222","6","12001"
"2315217","CHILDREN'S INSTITUTE OF PITTSBURGH, THE","72","72","2","42003"
"23178629","MEMORIAL HOSPITAL","33","33","2","48177"
"23195630","VIBRA HOSPITAL OF SACRAMENTO","58","58","1","6067"
"2321202","MERCY MEDICAL CENTER INC","183","183","2","24510"
"23216509","MILLCREEK COMMUNITY HOSPITAL","161","161","2","42049"
"2322903","UVA ENCOMPASS HEALTH REHABILITATION HOSPITAL","50","50","1","51003"
"23234208","CENTERSTONE OF FLORIDA INC","37","37","2","12081"
"2325401","BERKELEY MEDICAL CENTER","195","195","2","54003"
"23275140","VAN ZANDT REGIONAL HOSPITAL","49","49","1","48467"
"2328106","NOVANT HEALTH MATTHEWS MEDICAL CENTER","157","157","2","37119"
"2328719","CIHA HOSPITAL","18","18","6","37173"
"2329020","MUSC HEALTH KERSHAW MEDICAL CENTER","119","119","1","45055"
"23292104","KINDRED HOSPITAL - SAN DIEGO","70","70","1","6073"
"2330012","PIEDMONT ROCKDALE HOSPITAL","138","138","1","13247"
"23317837","EVANGELICAL COMMUNITY HOSPITAL","132","132","2","42119"
"2333831","BARTOW REGIONAL MEDICAL CENTER","72","72","2","12105"
"2336116","ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MONTGOMERY","75","75","1","1101"
"233701","JOHNS HOPKINS ALL CHILDREN'S HOSPITAL","259","259","2","12103"
"2337205","SAINT THOMAS WEST HOSPITAL","1224","1224","2","47037"
"23376450","GRAHAM HOSPITAL DISTRICT","25","25","2","48503"
"2338614","NORTHWEST MS MEDICAL CENTER","181","181","1","28027"
"23394577","KINDRED HOSPITAL - SAN FRANCISCO BAY AREA","99","99","1","6001"
"2341041","FLEMING COUNTY HOSPITAL","25","25","2","21069"
"23416346","UPMC NORTHWEST","151","151","2","42121"
"2345133","HIGHLAND DISTRICT HOSPITAL","35","35","3","39071"
"2347240","DECATUR COUNTY MEMORIAL HOSPITAL","25","25","5","18031"
"23475402","GLEN OAKS HOSPITAL","54","54","1","48231"
"2348706","MCLAREN BAY REGION","20","20","2","26017"
"23491791","KINDRED HOSPITAL - SAN GABRIEL VALLEY","76","76","1","6037"
"2351023","HAWARDEN REGIONAL HEALTHCARE","25","25","5","19167"
"23519124","FRIENDS HOSPITAL","192","192","1","42101"
"23534208","MANATEE MEMORIAL HOSPITAL","295","295","1","12081"
"2354303","ST MARYS HOSPITAL MEDICAL CTR","158","158","2","55009"
"2356401","ESSENTIA HEALTH ST JOSEPHS MED","162","162","1","27035"
"2357366","AVERA ST. BENEDICT HEALTH CENTER","25","25","2","46067"
"23576642","LIMESTONE MEDICAL CENTER","20","20","2","48293"
"2358623","SOUTHWEST HEALTHCARE SERVICES","23","23","2","38011"
"2359230","FRANCES MAHON DEACONESS HOSPITAL","25","25","2","30105"
"23592706","KINDRED HOSPITAL - SANTA ANA","54","54","1","6059"
"2360302","PIPELINE - WEST SUBURBAN MEDICAL CENTER, LLC","234","234","1","17031"
"2360608","SCHWAB REHABILITATION HOSPITAL AND CARE NETWORK","102","102","2","17031"
"236124","BAPTIST MEDICAL CENTER EAST","150","150","3","1101"
"23615221","EAST END BEHAVIORAL HEALTH HOSPITAL","49","49","1","42003"
"23634210","SUNCOAST BEHAVIORAL HEALTH CENTER","60","60","1","12081"
"2365804","SELECT SPECIALTY HOSPITAL - SPRINGFIELD","60","60","1","29077"
"2366436","HOLTON COMMUNITY HOSPITAL","12","12","5","20085"
"23677619","RENAISSANCE HOSPITAL GROVES","17","17","1","48245"
"23691706","KINDRED HOSPITAL BALDWIN PARK","91","91","1","6037"
"237160","BEDFORD COUNTY MEDICAL CENTER","177","177","5","47003"
"23717901","SCHUYLKILL MEDICAL CENTER EAST NORWEGIAN STREET","136","136","2","42107"
"2372454","PIGGOTT COMMUNITY HOSPITAL","25","25","5","5021"
"23733070","MARINERS HOSPITAL","25","25","2","12087"
"2374745","MCCURTAIN MEMORIAL HOSPITAL","25","25","2","40089"
"23777964","LAVACA MEDICAL CENTER","25","25","2","48285"
"2378705","ST DAVIDS MEDICAL CENTER","371","371","2","48453"
"23792621","KINDRED HOSPITAL BREA","48","48","1","6059"
"2380810","KEEFE MEMORIAL HOSPITAL","25","25","5","8017"
"23816214","CLARION PSYCHIATRIC CENTER","112","112","1","42031"
"2382435","POWELL VALLEY HOSPITAL","25","25","2","56029"
"23831825","STEWART WEBSTER HOSPITAL","25","25","3","13259"
"23834997","CLEVELAND CLINIC MARTIN SOUTH HOSPITAL","100","100","2","12085"
"2383605","WEST VALLEY MEDICAL CENTER","150","150","1","16027"
"2384107","INTERMOUNTAIN MEDICAL CENTER","510","510","2","49035"
"238671","BAPTIST MEMORIAL HOSPITAL - DESOTO","339","339","2","28033"
"2387110","PRESBYTERIAN KASEMAN HOSPITAL","85","85","2","35001"
"23876531","HAMILTON GENERAL HOSPITAL","25","25","2","48193"
"2389521","TAHOE PACIFIC HOSPITALS - MEADOWS","39","39","1","32031"
"23918848","GUTHRIE TOWANDA MEMORIAL HOSPITAL","35","35","2","42015"
"23934994","CLEVELAND CLINIC MARTIN NORTH HOSPITAL","244","244","2","12085"
"23939813","CALHOUN MEMORIAL HOSPITAL","25","25","1","13037"
"2395401","AURORA BEHAVIORAL HEALTHCARE - SANTA ROSA, LLC","95","95","1","6097"
"2396813","THE QUEEN'S MEDICAL CENTER","535","535","2","15003"
"2397477","MCKENZIE - WILLAMETTE MEDICAL CENTER","113","113","1","41039"
"23978550","HARLINGEN MEDICAL CENTER","112","112","1","48061"
"2398273","SKAGIT VALLEY HOSPITAL","120","120","3","53057"
"23991764","KINDRED HOSPITAL ONTARIO","91","91","1","6071"
"2399762","NORTON SOUND REGIONAL HOSPITAL","18","18","2","2180"
"24","88TH MEDICAL GROUP - WRIGHT - PATTERSON AIR FORCE BASE MEDICAL CENTER","57","57","6","39057"
"240031","BAPTIST HEALTH LA GRANGE","90","90","2","21185"
"2400733","HOSPITAL METROPOLITANO DR PILA","115","115","1","72113"
"24015213","UPMC MAGEE - WOMENS HOSPITAL","383","383","2","42003"
"2402135","ST ELIZABETH'S MEDICAL CENTER","282","282","1","25025"
"24030322","EMORY REHABILITATION HOSPITAL","66","66","2","13089"
"2403061","ST JOSEPH HOSPITAL","208","208","2","33011"
"24032224","MAYO CLINIC","304","304","2","12031"
"2404543","LINCOLN HEALTH","25","25","2","23015"
"2406010","BRISTOL HOSPITAL, INC","154","154","2","9003"
"2407922","CORNERSTONE BEHAVIORAL HEALTH HOSPITAL OF UNION COUNTY","44","44","5","34039"
"24079520","HAMLIN MEMORIAL HOSPITAL","25","25","3","48253"
"24091730","KINDRED HOSPITAL RANCHO","55","55","1","6071"
"24115132","UPMC MCKEESPORT","213","213","2","42003"
"24130265","REHABILITATION HOSPITAL OF NEWNAN","60","60","1","13077"
"2414220","MERCY HOSPITAL OF BUFFALO","387","387","2","36029"
"24178551","VALLEY BAPTIST MEDICAL CENTER","578","578","1","48061"
"2419023","KINDRED HOSPITAL - DELAWARE COUNTY","39","39","1","42045"
"24192571","KINDRED HOSPITAL RIVERSIDE","40","40","1","6065"
"2420706","LUMINIS HEALTH DOCTORS COMMUNITY MEDICAL CTR, INC","206","206","2","24033"
"24215537","UPMC BEDFORD","40","40","2","42009"
"2422903","UVA KLUGE CHILDRENS REHABILITATION CENTER","19","19","1","51003"
"24231405","LANDMARK HOSPITAL OF SAVANNAH","50","50","1","13051"
"2426554","FAIRMONT GENERAL HOSPITAL","207","207","2","54049"
"24278551","RIO GRANDE STATE CENTER","55","55","4","48061"
"2427906","SENTARA ALBEMARLE MEDICAL CENTER","182","182","2","37139"
"24290247","KINDRED HOSPITAL SOUTH BAY","54","54","1","6037"
"2429169","LEXINGTON MEDICAL CENTER","557","557","2","45063"
"2430306","LAUREL HEIGHTS HOSPITAL","28","28","1","13089"
"24317405","MEMORIAL HOSPITAL - YORK","100","100","2","42133"
"24330125","POLK MEDICAL CENTER","25","25","1","13233"
"24334695","MEASE COUNTRYSIDE HOSPITAL","387","387","2","12103"
"2437218","SKYLINE MADISON CAMPUS","255","255","1","47037"
"24378550","SOLARA SPECIALTY HOSPITALS HARLINGEN","41","41","1","48061"
"2439083","HARDY WILSON MEMORIAL HOSPITAL","25","25","5","28029"
"24392683","KINDRED HOSPITAL WESTMINSTER","109","109","1","6059"
"2440601","FRANKFORT REGIONAL MEDICAL CENTER","173","173","1","21073"
"24418510","REGIONAL HOSPITAL OF SCRANTON","186","186","1","42069"
"24431404","ENCOMPASS HEALTH REHAB HOSPITAL OF SAVANNAH","50","50","1","13051"
"2444708","CLEVELAND CLINIC MERCY MEDICAL CENTER","446","446","2","39151"
"2446706","PARKVIEW DEKALB HOSPITAL","56","56","2","18033"
"24479521","HASKELL MEMORIAL HOSPITAL","25","25","2","48207"
"2448706","MCLAREN BAY SPECIAL CARE","31","31","2","26017"
"2451041","ORANGE CITY MUNICIPAL HOSPITAL","104","104","5","19167"
"24519446","LANSDALE HOSPITAL","140","140","2","42091"
"24530642","ST MARY'S GOOD SAMARITAN HOSPITAL","25","25","2","13133"
"24534698","MEASE DUNEDIN HOSPITAL","120","120","2","12103"
"2454729","ST JOSEPHS HOSPITAL","193","193","2","55017"
"2455337","FAIRVIEW RIDGES HOSPITAL","150","150","1","27037"
"245631","HOLZER MEDICAL CENTER","287","287","2","39053"
"2457382","AVERA WESKOTA MEMORIAL MEDICAL CENTER","16","16","2","46073"
"24575948","SABINE COUNTY HOSPITAL","25","25","1","48403"
"2458533","JACOBSON MEMORIAL HOSPITAL CARE CENTER","25","25","2","38037"
"24590805","LA CASA PSYCHIATRIC HEALTH FACILITY","16","16","1","6037"
"2459330","GLENDIVE MEDICAL CENTER","25","25","2","30021"
"2460635","SHRINERS HOSPITAL FOR CHILDREN - CHICAGO","60","60","2","17031"
"2461832","VETERANS AFFAIRS ILLIANA HEALTH CARE SYSTEM","221","221","6","17183"
"24619607","ENCOMPASS HEALTH REHABILITATION HOSPITAL OF READING, LLC","60","60","1","42011"
"24630824","UNIVERSITY HOSPITAL MCDUFFIE","25","25","5","13189"
"24634655","MEDICAL CENTER OF TRINITY","278","278","1","12101"
"2465201","LANDMARK HOSPITAL OF COLUMBIA, LLC","23","23","1","29019"
"2467029","COMANCHE COUNTY HOSPITAL","12","12","5","20033"
"246733","ADAMS MEMORIAL HOSPITAL","35","35","5","18001"
"24675652","UT HEALTH EAST TEXAS HENDERSON HOSPITAL","96","96","1","48401"
"2468701","FAITH REGIONAL HEALTH SERVICES","131","131","2","31119"
"24690623","LA PALMA INTERCOMMUNITY HOSPITAL","115","115","1","6059"
"2470726","SAGE SPECIALTY HOSPITAL","59","59","1","22063"
"24719047","ST. MARY MEDICAL CENTER","373","373","2","42017"
"2472110","CHI ST. VINCENT MORRILTON","25","25","2","5029"
"24730141","WELLSTAR PAULDING HOSPITAL","112","112","2","13223"
"24734652","MEDICAL CENTER OF TRINITY WEST PASCO CAMPUS","62","62","1","12101"
"2474953","EASTERN OKLAHOMA MEDICAL CENTER","33","33","5","40079"
"24776365","CLAY COUNTY MEMORIAL HOSPITAL","25","25","5","48077"
"2478705","ASCENSION SETON MEDICAL CENTER AUSTIN","524","524","2","48453"
"24790033","LAC USC MEDICAL CENTER","600","600","5","6037"
"2481140","SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL","17","17","3","8021"
"24819122","GIRARD MEDICAL CENTER","189","189","1","42101"
"2482301","MEMORIAL HOSPITAL OF CARBON COUNTY","25","25","5","56007"
"2483843","GRITMAN MEDICAL CENTER","25","25","2","16057"
"2484648","CENTRAL VALLEY MEDICAL CENTER - CAH","25","25","2","49023"
"24876645","HILL REGIONAL HOSPITAL","25","25","1","48217"
"2488101","PLAINS REGIONAL MEDICAL CENTER","100","100","2","35009"
"24890502","LAC - HARBOR UCLA MEDICAL CENTER","415","415","5","6037"
"2489106","VALLEY HOSPITAL MEDICAL CENTER","328","328","1","32003"
"249080","ASCENSION BORGESS PIPP HOSPITAL","43","43","2","26005"
"2490822","VA LONG BEACH HEALTHCARE SYSTEM","237","237","6","6037"
"24915236","JEFFERSON HOSPITAL","341","341","2","42003"
"2491724","AURORA CHARTER OAK","134","134","1","6037"
"2496817","REHABILITATION HOSPITAL OF THE PACIFIC","82","82","2","15003"
"2497471","MERCY MEDICAL CENTER","174","174","2","41019"
"24990242","LAC - RANCHO LOS AMIGOS NATIONAL REHABILITATION CENTER","158","158","5","6037"
"2499109","PROVIDENCE ST. JOSEPH'S HOSPITAL","23","23","2","53065"
"2499645","MAT - SU REGIONAL MEDICAL CENTER","125","125","1","2170"
"25","BROOKE ARMY MEDICAL CENTER","483","483","6","48029"
"2502302","SIGNATURE HEALTHCARE BROCKTON HOSPITAL","197","197","2","25023"
"25032216","MEMORIAL HOSPITAL JACKSONVILLE","454","454","1","12031"
"2503576","UPPER CT VALLEY HOSPITAL","16","16","2","33007"
"2504538","SAINT ANDREWS HOSPITAL AND HEALTHCARE CENTER","52","52","2","23015"
"2506418","GRIFFIN HOSPITAL","160","160","2","9009"
"2508053","KESSLER INSTITUTE FOR REHABILITATION","46","46","1","34005"
"25094116","LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER","11","11","5","6075"
"25118711","WILKES - BARRE VA MEDICAL CENTER","161","161","6","42079"
"25133029","MEMORIAL HOSPITAL MIRAMAR","178","178","2","12011"
"2514214","SISTERS OF CHARITY HOSPITAL","310","310","2","36029"
"2517325","WELLSPAN GETTYSBURG HOSPITAL","76","76","2","42001"
"25177093","ST. ANTHONY'S HOSPITAL","39","39","1","48201"
"25190712","LAKEWOOD REGIONAL MEDICAL CENTER","172","172","1","6037"
"2520744","ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR","28","28","2","24033"
"25219320","PENN STATE HEALTH HAMPDEN MEDICAL CENTER","110","110","4","42029"
"2522304","INOVA ALEXANDRIA HOSPITAL","312","312","2","51510"
"25233609","HCA FLORIDA SOUTH TAMPA HOSPITAL","183","183","1","12057"
"2526354","GRAFTON CITY HOSPITAL, INC","25","25","5","54091"
"25278861","MEDINA REGIONAL HOSPITAL","25","25","2","48325"
"2528675","ALLEGHANY MEMORIAL HOSPITAL","41","41","2","37005"
"25294143","LANGLEY PORTER PSYCHIATRIC INSTITUTE","56","56","4","6075"
"2529720","MUSC HEALTH LANCASTER MEDICAL CENTER","211","211","0","45057"
"2531021","CARL VINSON VA MEDICAL CENTER","178","178","6","13175"
"25315601","EXCELA HEALTH WESTMORELAND HOSPITAL","375","375","2","42129"
"2537115","TRISTAR SKYLINE MADISON CAMPUS","407","407","1","47037"
"25377002","ST JOSEPH MEDICAL CENTER","744","744","1","48201"
"2539428","COVINGTON COUNTY HOSPITAL","35","35","5","28031"
"2540202","UOFL HEALTH - FRAZIER REHABILITATION INSTITUTE","135","135","2","21111"
"25411701","BRUNSWICK HOSPITAL CENTER, INC","124","124","1","36103"
"25416365","WARREN STATE HOSPITAL","152","152","4","42123"
"2543055","LICKING MEMORIAL HOSPITAL","213","213","2","39089"
"25477008","THE HEIGHTS HOSPITAL","46","46","1","48201"
"254812","MAYO CLINIC HEALTH SYSTEM - NORTHLAND","25","25","2","55005"
"2548915","SPARROW HEALTH SYSTEM - ST LAWRENCE CAMPUS","50","50","2","26065"
"25495240","ADVENTIST HEALTH LODI MEMORIAL","194","194","2","6077"
"25514209","BRYLIN HOSPITAL","88","88","1","36029"
"25515065","ALLEGHENY VALLEY HOSPITAL","188","188","2","42003"
"2552175","GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS","25","25","2","19065"
"2554701","SACRED HEART HOSPITAL","344","344","2","55035"
"2556201","CARRIS HEALTH LLC","136","136","1","27067"
"2557231","AVERA DESMET MEMORIAL HOSPITAL","6","6","2","46077"
"25577030","MEMORIAL HERMANN - TEXAS MEDICAL CENTER","1220","1220","2","48201"
"2558474","CHI OAKES HOSPITAL","20","20","2","38021"
"255902","MAYO CLINIC HOSPITAL ROCHESTER","2059","2059","1","27109"
"2559337","GARFIELD COUNTY HEALTH CENTER","25","25","5","30033"
"25595242","LODI MEMORIAL HOSPITAL - WEST","24","24","2","6077"
"2560076","NORTHSHORE UNIVERSITY HEALTHSYSTEM","123","123","2","17031"
"25611701","THE LONG ISLAND HOME","232","232","2","36103"
"25618472","SCI-WAYMART FORENSIC TREATMENT CENTER","90","90","4","42127"
"25633024","MEMORIAL HOSPITAL PEMBROKE","301","301","2","12011"
"2567502","HUTCHINSON REGIONAL MEDICAL CENTER INC","190","190","1","20155"
"2568862","VALLEY COUNTY HEALTH","16","16","5","31175"
"25692354","LOMA LINDA UNIVERSITY MEDICAL CENTER EAST CAMPUS HOSPITAL","134","134","2","6071"
"257029","FREEMAN MEDICAL CENTER","25","25","2","46067"
"25710536","FOUR WINDS HOSPITAL WESTCHESTER","178","178","1","36119"
"2571742","DALLAS COUNTY MEDICAL CENTER","25","25","5","5039"
"25718103","THE GOOD SHEPHERD REHABILITATION HOSPITAL","94","94","2","42077"
"25733028","MEMORIAL HOSPITAL WEST","486","486","2","12011"
"2574447","MUSCOGEE - CREEK - NATION LONG TERM ACUTE CARE HOSPITAL","4","4","4","40111"
"25777090","HCA HOUSTON HEALTHCARE NORTHWEST","417","417","1","48201"
"2578704","ST DAVIDS SOUTH AUSTIN MEDICAL CENTER","368","368","1","48453"
"25792373","LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER","89","89","2","6071"
"25812866","FOUR WINDS HOSPITAL SARATOGA","88","88","1","36091"
"2581416","DELTA COUNTY MEMORIAL HOSPITAL","49","49","3","8029"
"25815370","WASHINGTON HEALTH SYSTEM GREENE","23","23","2","42059"
"2582729","CROOK COUNTY MEDICAL SERVICES DISTRICT","16","16","3","56011"
"2583221","STATE HOSPITAL SOUTH","120","120","4","16011"
"2584057","OREM COMMUNITY HOSPITAL","24","24","2","49049"
"25877030","TEXAS CHILDRENS HOSPITAL","737","737","2","48201"
"2588220","CARLSBAD MEDICAL CENTER","99","99","1","35015"
"25892373","LOMA LINDA UNIVERSITY SURGICAL HOSPITAL","28","28","2","6071"
"2589502","WILLOW SPRINGS CENTER","116","116","1","32031"
"2591107","AURORA LAS ENCINAS HOSPITAL","118","118","1","6037"
"25919128","ROXBOROUGH MEMORIAL HOSPITAL","131","131","1","42101"
"259313","FALLON MEDICAL COMPLEX HOSPITAL","25","25","2","30025"
"25933021","MEMORIAL REGIONAL HOSPITAL","797","797","2","12011"
"2596746","SAMUEL MAHELONA MEMORIAL HOSPITAL","14","14","4","15007"
"2597015","MID - COLUMBIA MEDICAL CENTER","49","49","2","41065"
"25977030","UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER","631","631","3","48201"
"25992354","LOMA LINDA UNIVERSITY MEDICAL CENTER","320","320","2","6071"
"2599833","PETERSBURG MEDICAL CENTER","12","12","5","2195"
"26","DWIGHT D. EISENHOWER ARMY MEDICAL CENTER","125","125","6","13245"
"2600731","HOSPITAL SAN CRISTOBAL","103","103","1","72113"
"2602138","MOUNT AUBURN HOSPITAL","217","217","2","25017"
"2603743","VALLEY REGIONAL HOSPITAL, INC","25","25","2","33019"
"2604856","PENOBSCOT BAY MEDICAL CENTER","99","99","2","23013"
"260640","AURORA CHICAGO LAKESHORE HOSPITAL, LLC","161","161","1","17031"
"2606810","THE DANBURY HOSPITAL","456","456","2","9001"
"2608240","BACHARACH INSTITUTE FOR REHABILITATION","80","80","1","34001"
"26092563","LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA","111","111","2","6065"
"2612455","MARGARETVILLE HOSPITAL","15","15","2","36025"
"26133021","MEMORIAL REGIONAL HOSPITAL SOUTH","216","216","2","12011"
"26177082","HCA HOUSTON HEALTHCARE WEST","273","273","1","48201"
"2618702","JOHN HEINZ INSTITUTE OF REHABILITATION MEDICINE","47","47","2","42079"
"26193436","LOMPOC VALLEY MEDICAL CENTER","60","60","3","6083"
"262002","ALTON MEMORIAL HOSPITAL","161","161","2","17119"
"2621209","MOUNT WASHINGTON PEDIATRIC HOSPITAL","117","117","2","24510"
"2622205","VIRGINIA HOSPITAL CENTER","465","465","2","51013"
"26233133","MERCY HOSPITAL","488","488","1","12086"
"2624970","GREENBRIER VALLEY MEDICAL CENTER","122","122","1","54025"
"26277008","MEMORIAL HERMANN GREATER HEIGHTS HOSPITAL","260","260","2","48201"
"2628744","ANGEL MEDICAL CENTER","59","59","3","37113"
"2629520","MCLEOD HEALTH CHERAW","59","59","2","45025"
"2632401","ASCENSION SACRED HEART BAY","323","323","2","12005"
"2637148","TRISTAR PORTLAND MEDICAL PARK","159","159","2","47165"
"26377030","CHI ST LUKES HEALTH BAYLOR COLLEGE OF MEDICINE MEDICAL CENTER","879","879","2","48201"
"26390806","MEMORIALCARE LONG BEACH MEDICAL CENTER","411","411","2","6037"
"2639653","FRANKLIN COUNTY MEMORIAL HOSPITAL","25","25","5","28037"
"26433126","CHILDREN AND FAMILY HOSPITAL OF SOUTH FLORIDA","69","69","2","12086"
"2644024","UHHS - GEAUGA REGIONAL HOSPITAL","215","215","2","39055"
"2646506","DOCTORS NEUROPSYCHIATRIC HOSPITAL","37","37","0","18099"
"26477030","SHRINERS HOSPITALS FOR CHILDREN","40","40","2","48201"
"26490720","LOS ALAMITOS MEDICAL CENTER","172","172","1","6059"
"2649635","PAUL OLIVER MEMORIAL HOSPITAL","8","8","2","26019"
"265203","RUSK REHABILITATION HOSPITAL","60","60","1","29019"
"2652043","MERCYONE ELKADER MEDICAL CENTER","25","25","2","19043"
"2654456","MARSHFIELD MEDICAL CENTER - NEILLSVILLE","25","25","2","55019"
"2656308","ALOMERE HEALTH","127","127","5","27041"
"2657042","MADISON COMMUNITY HOSPITAL","25","25","2","46079"
"26577030","TIRR MEMORIAL HERMANN","134","134","2","48201"
"2658367","PRESENTATION MEDICAL CENTER","25","25","2","38079"
"26590023","LOS ANGELES COMMUNITY HOSPITAL","91","91","1","6037"
"2659457","CENTRAL MONTANA MEDICAL CENTER","25","25","2","30027"
"2661008","SWEDISHAMERICAN MEDICAL CENTER BELVIDERE","373","373","2","17007"
"2662002","OSF SAINT ANTHONY'S HEALTH CENTER","49","49","2","17119"
"26633155","NICKLAUS CHILDREN'S HOSPITAL","309","309","2","12086"
"2667502","SUMMIT SURGICAL LLC","10","10","1","20155"
"26677024","MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER","444","444","2","48201"
"2668144","OUTLOOK, LLC - NEBRASKA MEDICAL CENTER","24","24","1","31055"
"26691342","LOS ANGELES COUNTY OLIVE VIEW - UCLA MED CTR D/P APH","52","52","5","6037"
"267002","KANSAS MEDICAL CENTER LLC","58","58","1","20015"
"2670508","COMPASS BEHAVIORAL CENTER OF LAFAYETTE","24","24","1","22055"
"26733125","MIAMI VA HEALTHCARE SYSTEM","281","281","6","12086"
"26777030","HARRIS HEALTH SYSTEM BEN TAUB HOSPITAL","402","402","2","48201"
"2678745","TEXAS NEUROREHAB CENTER","47","47","1","48453"
"26790250","COLLEGE MEDICAL CENTER HAWTHORNE CAMPUS","64","64","1","6037"
"2680210","CENTURA HEALTH - PORTER ADVENTIST HOSPITAL","368","368","2","8031"
"2682240","COMMUNITY HOSPITAL","25","25","2","56015"
"2683213","LOST RIVERS MEDICAL CENTER","14","14","3","16023"
"26833756","MORTON PLANT HOSPITAL","599","599","2","12103"
"2684634","GUNNISON VALLEY HOSPITAL","25","25","1","49039"
"26877089","MEMORIAL HERMANN SOUTHEAST HOSPITAL","295","295","2","48201"
"2688210","ARTESIA GENERAL HOSPITAL","49","49","2","35015"
"26890018","LOS ANGELES METROPOLITAN MEDICAL CENTER","149","149","1","6037"
"2689703","CARSON TAHOE REGIONAL MEDICAL CENTER","211","211","2","32510"
"2692128","AURORA SAN DIEGO","101","101","1","6073"
"2696826","SHRINERS HOSPITAL FOR CHILDREN","24","24","2","15003"
"26977004","HCA HOUSTON HEALTHCARE MEDICAL CENTER","444","444","1","48201"
"26991360","LOS ROBLES HOSPITAL AND MEDICAL CENTER","325","325","1","6111"
"2699686","PROVIDENCE VALDEZ MEDICAL CENTER","11","11","5","2063"
"27","EVANS ARMY COMMUNITY HOSPITAL","92","92","6","8041"
"2700698","HOSPITAL METROPAVIA DR YAUCO","105","105","1","72153"
"2701510","HEALTH ALLIANCE - CLINTON - CLINTON CMP","41","41","2","25027"
"27034652","MORTON PLANT NORTH BAY HOSPITAL","150","150","2","12101"
"2703584","WEEKS MEDICAL CENTER","25","25","2","33007"
"270427","BOGALUSA REHABILITATION HOSPITAL","20","20","1","22117"
"2704901","MAINEGENERAL MEDICAL CENTER-SETON","75","75","2","23011"
"2706856","NORWALK HOSPITAL","366","366","0","9001"
"27077054","THE WOMANS HOSPITAL OF TEXAS","403","403","1","48201"
"2708648","ST LAWRENCE REHABILITATION CENTER","60","60","2","34021"
"27094304","LUCILE SALTER PACKARD CHILDREN'S HOSPITAL STANFORD","456","456","2","6085"
"2714217","KENMORE MERCY HOSPITAL","184","184","2","36029"
"27177074","MEMORIAL HERMANN SOUTHWEST HOSPITAL","543","543","2","48201"
"2718069","KIDSPEACE ORCHARD HILLS CAMPUS","110","110","2","42077"
"27195521","MAD RIVER COMMUNITY HOSPITAL","78","78","1","6023"
"2720707","LAUREL REGIONAL MEDICAL CENTER","137","137","2","24033"
"27233549","MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER","72","72","2","12101"
"2726504","ENCOMPASS HEALTH REHAB HOSPITAL OF MORGANTOWN","96","96","1","54061"
"272653","BAXTER REGIONAL MEDICAL CENTER","268","268","2","5005"
"2727320","ANNIE PENN HOSPITAL","110","110","2","37157"
"27277021","HARRIS COUNTY PSYCHIATRIC CENTER","16","16","3","48201"
"27293637","MADERA COMMUNITY HOSPITAL","106","106","2","6039"
"2729488","COLLETON MEDICAL CENTER","135","135","1","45029"
"2730643","TY COBB HEALTHCARE SYSTEM - HART COUNTY HOSPITAL","82","82","3","13147"
"27333140","MOUNT SINAI MEDICAL CENTER","664","664","2","12086"
"2735960","FLOYD CHEROKEE MEDICAL CENTER","60","60","1","1019"
"2737403","ERLANGER MEDICAL CENTER","848","848","3","47065"
"27377074","WEST OAKS HOSPITAL","160","160","1","48201"
"27393546","MAMMOTH HOSPITAL","17","17","3","6051"
"2739452","GEORGE REGIONAL HOSPITAL","48","48","5","28039"
"274104","CONTINUOUS CARE CENTER OF TULSA","60","60","2","40143"
"2741042","GATEWAY REHABILITATION HOSPITAL","40","40","1","21015"
"2743050","KNOX COMMUNITY HOSPITAL","117","117","2","39083"
"2746970","DUKES MEMORIAL HOSPITAL","25","25","1","18103"
"27477065","CYPRESS FAIRBANKS MEDICAL CENTER","180","180","1","48201"
"2749085","LAKELAND HOSPITAL - ST JOSEPH","215","215","2","26021"
"27493454","MARIAN REGIONAL MEDICAL CENTER","226","226","2","6083"
"2750674","COMMUNITY MEMORIAL HOSPITAL","25","25","2","19017"
"27534471","ADVENTHEALTH OCALA","385","385","2","12083"
"2753925","PRAIRIE RIDGE HEALTH","25","25","2","55021"
"2756601","SANFORD BEMIDJI MEDICAL CENTER","118","118","1","27007"
"27577090","INTRACARE NORTH HOSPITAL","90","90","2","48201"
"2757732","MONUMENT HEALTH LEAD - DEADWOOD HOSPITAL","18","18","4","46081"
